2025-05-22 14:20:45 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-23 12:39:27 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:39:27 - [OK] Auditado: GerarDLL.ps1 - Hash: C9BFAD97...
2025-05-23 12:39:27 - [OK] Auditado: InterfaceVisual.cs - Hash: 1F4D9F98...
2025-05-23 12:39:27 - [OK] Auditado: auditoria_log.txt - Hash: 6153B0FE...
2025-05-23 12:39:27 - [OK] Auditado: relatorio_auditoria.json - Hash: 0E6D2CA4...
2025-05-23 12:39:27 - [OK] Auditado: relatorio_auditoria.txt - Hash: 68A35AAD...
2025-05-23 12:39:27 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:39:27 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:39:27 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:39:27 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:39:27 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:39:27 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:39:27 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:39:27 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:39:27 - [OK] Auditoria concluida.
2025-05-23 12:41:50 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:41:50 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:41:50 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:41:50 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:41:50 - [OK] Auditado: index.exe - Hash: 86A31FB6...
2025-05-23 12:41:50 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:41:50 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:41:50 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:41:50 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:41:50 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:41:50 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:41:50 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:41:50 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:41:50 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:41:50 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:41:50 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:41:50 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:41:50 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:41:50 - [OK] Auditado: GerarDLL.ps1 - Hash: F1AD805B...
2025-05-23 12:41:50 - [OK] Auditado: InterfaceVisual.cs - Hash: 1F4D9F98...
2025-05-23 12:41:50 - [OK] Auditado: auditoria_log.txt - Hash: AC175C48...
2025-05-23 12:41:50 - [OK] Auditado: relatorio_auditoria.json - Hash: 7DB0362D...
2025-05-23 12:41:50 - [OK] Auditado: relatorio_auditoria.txt - Hash: AE7F7D81...
2025-05-23 12:41:50 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:41:50 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:41:50 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:41:50 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:41:50 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:41:50 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:41:50 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:41:50 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:41:50 - [OK] Auditoria concluida.
2025-05-23 12:44:01 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:44:01 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:44:01 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:44:01 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:44:01 - [OK] Auditado: index.exe - Hash: E9604A7C...
2025-05-23 12:44:01 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:44:01 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:44:01 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:44:01 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:44:01 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:44:01 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:44:01 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:44:01 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:44:01 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:44:01 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:44:01 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:44:01 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:44:01 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:44:01 - [OK] Auditado: GerarDLL.ps1 - Hash: 2F2D3FB0...
2025-05-23 12:44:01 - [OK] Auditado: InterfaceVisual.cs - Hash: 1F4D9F98...
2025-05-23 12:44:01 - [OK] Auditado: InterfaceVisual.dll - Hash: 6BCF81DA...
2025-05-23 12:44:01 - [OK] Auditado: auditoria_log.txt - Hash: 60B50EF2...
2025-05-23 12:44:01 - [OK] Auditado: relatorio_auditoria.json - Hash: 3737D1AC...
2025-05-23 12:44:01 - [OK] Auditado: relatorio_auditoria.txt - Hash: A3D6A8E7...
2025-05-23 12:44:01 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:44:01 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:44:01 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:44:01 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:44:01 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:44:01 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:44:01 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:44:01 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:44:01 - [OK] Auditoria concluida.
2025-05-23 12:46:43 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:46:43 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:46:43 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:46:43 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:46:43 - [OK] Auditado: index.exe - Hash: 0A80BF73...
2025-05-23 12:46:43 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:46:43 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:46:43 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:46:43 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:46:43 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:46:43 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:46:43 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:46:43 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:46:43 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:46:43 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:46:43 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:46:43 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:46:43 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:46:43 - [OK] Auditado: GerarDLL.ps1 - Hash: 727731EA...
2025-05-23 12:46:43 - [OK] Auditado: auditoria_log.txt - Hash: 2AF5C422...
2025-05-23 12:46:43 - [OK] Auditado: relatorio_auditoria.json - Hash: 7B56CABB...
2025-05-23 12:46:43 - [OK] Auditado: relatorio_auditoria.txt - Hash: 8038C604...
2025-05-23 12:46:43 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:46:43 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:46:43 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:46:43 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:46:43 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:46:43 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:46:43 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:46:43 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:46:43 - [OK] Auditoria concluida.
2025-05-23 12:47:15 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 12:47:15 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 12:47:15 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 12:47:15 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 12:47:15 - [OK] Auditado: index.exe - Hash: 0444FD46...
2025-05-23 12:47:15 - [OK] Auditado: instalador.nsi - Hash: A4361C70...
2025-05-23 12:47:15 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 12:47:15 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 12:47:15 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 12:47:15 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 12:47:15 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 12:47:15 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 12:47:15 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 12:47:15 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 12:47:15 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 12:47:15 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 12:47:15 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 12:47:15 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 12:47:15 - [OK] Auditado: GerarDLL.ps1 - Hash: FA4EC327...
2025-05-23 12:47:15 - [OK] Auditado: InterfaceVirtual.cs - Hash: 0FE35582...
2025-05-23 12:47:15 - [OK] Auditado: InterfaceVirtual.dll - Hash: 7DA5D6CB...
2025-05-23 12:47:15 - [OK] Auditado: auditoria_log.txt - Hash: B7390D31...
2025-05-23 12:47:15 - [OK] Auditado: relatorio_auditoria.json - Hash: A105A43E...
2025-05-23 12:47:15 - [OK] Auditado: relatorio_auditoria.txt - Hash: F1ED82F6...
2025-05-23 12:47:15 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 12:47:15 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 12:47:15 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 12:47:15 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 12:47:15 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 12:47:15 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 12:47:15 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 12:47:15 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 12:47:15 - [OK] Auditoria concluida.
2025-05-23 13:07:43 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 13:07:43 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 13:07:43 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 13:07:43 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 13:07:43 - [OK] Auditado: index.exe - Hash: 48FE537A...
2025-05-23 13:07:43 - [OK] Auditado: Instalador.exe - Hash: 942332BA...
2025-05-23 13:07:43 - [OK] Auditado: instalador.nsi - Hash: 4FC00F35...
2025-05-23 13:07:43 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 13:07:43 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 13:07:43 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 13:07:43 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 13:07:43 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 13:07:43 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 13:07:43 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 13:07:43 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 13:07:43 - [OK] Auditado: auditoria.ps1 - Hash: 77B3AEBF...
2025-05-23 13:07:43 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 13:07:43 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 13:07:43 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 13:07:43 - [OK] Auditado: GerarDLL.ps1 - Hash: A6BBDD10...
2025-05-23 13:07:43 - [OK] Auditado: auditoria_log.txt - Hash: 68DA3BB5...
2025-05-23 13:07:43 - [OK] Auditado: relatorio_auditoria.json - Hash: FEA3311D...
2025-05-23 13:07:43 - [OK] Auditado: relatorio_auditoria.txt - Hash: 87EDFC11...
2025-05-23 13:07:43 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 13:07:43 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 13:07:43 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 13:07:43 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 13:07:43 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 13:07:43 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 13:07:43 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 13:07:43 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 13:07:43 - [OK] Auditoria concluida.
2025-05-23 13:22:52 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 13:22:52 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 13:22:52 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 13:22:52 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 13:22:53 - [OK] Auditado: index.exe - Hash: FC11E85F...
2025-05-23 13:22:53 - [OK] Auditado: Instalador.exe - Hash: E2357989...
2025-05-23 13:22:53 - [OK] Auditado: instalador.nsi - Hash: 4FC00F35...
2025-05-23 13:22:53 - [OK] Auditado: instalar.ps1 - Hash: C800D60B...
2025-05-23 13:22:53 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 13:22:53 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 13:22:53 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 13:22:53 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 13:22:53 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 13:22:53 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 13:22:53 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 13:22:53 - [OK] Auditado: auditoria.ps1 - Hash: 7213F7F1...
2025-05-23 13:22:53 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 13:22:53 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 13:22:53 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 13:22:53 - [OK] Auditado: GerarDLL.ps1 - Hash: A6BBDD10...
2025-05-23 13:22:53 - [OK] Auditado: InterfaceVirtual.cs - Hash: C66155F6...
2025-05-23 13:22:53 - [OK] Auditado: InterfaceVirtual.dll - Hash: 1BB1A5A7...
2025-05-23 13:22:53 - [OK] Auditado: auditoria_log.txt - Hash: 2B06F663...
2025-05-23 13:22:53 - [OK] Auditado: relatorio_auditoria.json - Hash: F523A7C7...
2025-05-23 13:22:53 - [OK] Auditado: relatorio_auditoria.txt - Hash: 678D271E...
2025-05-23 13:22:53 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 13:22:53 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 13:22:53 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 13:22:53 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 13:22:53 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 13:22:53 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 13:22:53 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 13:22:53 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 13:22:53 - [OK] Auditoria concluida.
2025-05-23 13:24:51 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 13:24:51 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 13:24:51 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 13:24:52 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 13:24:52 - [OK] Auditado: index.exe - Hash: 0FD03FB3...
2025-05-23 13:24:52 - [OK] Auditado: Instalador.exe - Hash: E2357989...
2025-05-23 13:24:52 - [OK] Auditado: instalador.nsi - Hash: 4FC00F35...
2025-05-23 13:24:52 - [OK] Auditado: instalar.ps1 - Hash: 1E230907...
2025-05-23 13:24:52 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 13:24:52 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 13:24:52 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 13:24:52 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 13:24:52 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 13:24:52 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 13:24:52 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 13:24:52 - [OK] Auditado: auditoria.ps1 - Hash: B2CB444F...
2025-05-23 13:24:52 - [OK] Auditado: Configuracao.ps1 - Hash: C700BC18...
2025-05-23 13:24:52 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 13:24:52 - [OK] Auditado: homologar.ps1 - Hash: E5421091...
2025-05-23 13:24:52 - [OK] Auditado: GerarDLL.ps1 - Hash: A6BBDD10...
2025-05-23 13:24:52 - [OK] Auditado: InterfaceVirtual.cs - Hash: C66155F6...
2025-05-23 13:24:52 - [OK] Auditado: InterfaceVirtual.dll - Hash: 1BB1A5A7...
2025-05-23 13:24:52 - [OK] Auditado: auditoria_log.txt - Hash: C47A0D1A...
2025-05-23 13:24:52 - [OK] Auditado: relatorio_auditoria.json - Hash: 2FCFF444...
2025-05-23 13:24:52 - [OK] Auditado: relatorio_auditoria.txt - Hash: F1A76E11...
2025-05-23 13:24:52 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 13:24:52 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 13:24:52 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 13:24:52 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 13:24:52 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 13:24:52 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 13:24:52 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 13:24:52 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 13:24:52 - [OK] Auditoria concluida.
2025-05-23 13:46:14 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 13:46:14 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 13:46:14 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 13:46:14 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 13:46:14 - [OK] Auditado: index.exe - Hash: C14F5ABF...
2025-05-23 13:46:15 - [OK] Auditado: instalador.nsi - Hash: 4FC00F35...
2025-05-23 13:46:15 - [OK] Auditado: instalar.ps1 - Hash: A2A20F14...
2025-05-23 13:46:15 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 13:46:15 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 13:46:15 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 13:46:15 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 13:46:15 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 13:46:15 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 13:46:15 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 13:46:15 - [OK] Auditado: auditoria.ps1 - Hash: 72918822...
2025-05-23 13:46:15 - [OK] Auditado: Configuracao.ps1 - Hash: AA5D466B...
2025-05-23 13:46:15 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 13:46:15 - [OK] Auditado: homologar.ps1 - Hash: 689A69F5...
2025-05-23 13:46:15 - [OK] Auditado: GerarDLL.ps1 - Hash: 93537E89...
2025-05-23 13:46:15 - [OK] Auditado: InterfaceVirtual.cs - Hash: C66155F6...
2025-05-23 13:46:15 - [OK] Auditado: InterfaceVirtual.dll - Hash: 3EA58403...
2025-05-23 13:46:15 - [OK] Auditado: auditoria_log.txt - Hash: 36FFABDD...
2025-05-23 13:46:15 - [OK] Auditado: relatorio_auditoria.json - Hash: 68F9F279...
2025-05-23 13:46:15 - [OK] Auditado: relatorio_auditoria.txt - Hash: 0702F714...
2025-05-23 13:46:15 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-23 13:46:15 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-23 13:46:15 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-23 13:46:15 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-23 13:46:15 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-23 13:46:15 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-23 13:46:15 - [REPORT] Relatorio JSON salvo em: logs\report\relatorio_auditoria.json
2025-05-23 13:46:15 - [REPORT] Relatorio TXT salvo em: logs\report\relatorio_auditoria.txt
2025-05-23 13:46:15 - [OK] Auditoria concluida.
2025-05-23 13:47:58 - [BUSCA] Iniciando auditoria em: ./
2025-05-23 13:47:58 - [OK] Auditado: configuracao_auditoria.json - Hash: 0F94CDFA...
2025-05-23 13:47:58 - [OK] Auditado: ConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-23 13:47:58 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-23 13:47:58 - [OK] Auditado: index.exe - Hash: F9A4438D...
2025-05-23 13:47:58 - [OK] Auditado: instalador.nsi - Hash: 4FC00F35...
2025-05-23 13:47:58 - [OK] Auditado: instalar.ps1 - Hash: A2A20F14...
2025-05-23 13:47:58 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-23 13:47:58 - [OK] Auditado: manifest.xml - Hash: A89F6D58...
2025-05-23 13:47:58 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 31AA5B6E...
2025-05-23 13:47:58 - [OK] Auditado: Paciente.ps1 - Hash: 740CF6B0...
2025-05-23 13:47:58 - [OK] Auditado: PortugueseBR.nlf - Hash: 03287F33...
2025-05-23 13:47:58 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-23 13:47:58 - [OK] Auditado: ReceitaMedica.ps1 - Hash: 248339FB...
2025-05-23 13:47:58 - [OK] Auditado: auditoria.ps1 - Hash: 41D8C189...
2025-05-23 13:47:58 - [OK] Auditado: Configuracao.ps1 - Hash: AA5D466B...
2025-05-23 13:47:58 - [OK] Auditado: executar.ps1 - Hash: 0B8C150F...
2025-05-23 13:47:58 - [OK] Auditado: homologar.ps1 - Hash: 689A69F5...
2025-05-23 13:47:58 - [OK] Auditado: GerarDLL.ps1 - Hash: F4AF970D...
2025-05-23 13:47:58 - [OK] Auditado: InterfaceVirtual.cs - Hash: 12E1AF88...
2025-05-23 13:47:58 - [OK] Auditado: InterfaceVirtual.dll - Hash: B8BA5D87...
2025-05-23 13:47:58 - [OK] Auditado: auditoria_log.txt - Hash: 13E79D78...
2025-05-23 13:47:58 - [OK] Auditado: relatorio_auditoria.json - Hash: 89A1A3E3...
2025-05-23 13:47:58 - [OK] Auditado: relatorio_auditoria.txt - Hash: B722D2FF...
